RA240CPK-M11,Tarraxa Violão 12 Cordas Cromada Pino Folk Botão Cromado,,,$ 727,
RA218NPG,Tarraxa Violão Náilon Pino Grosso Cromada Botão Claro,,,$ 483,
RA214NPG,Tarraxa Violão Náilon Pino Grosso Cromada Botão Claro,,,$ 520,
RA214GPG,Tarraxa Violão Náilon Pino Grosso Dourada Botão Claro,,,$ 664,
RA214NPF,Tarraxa Violão Aço Pino Fino Cromada Botão Claro,,,$ 520,
RA214GPF,Tarraxa Violão Aço Pino Fino Dourada Botão Claro,,,$ 664,
RA310NKPG-A1B,Tarraxa Violão Náilon Pino Grosso Cromada Botão Escuro,,,$ 646,
RA310GKPG-P1W,Tarraxa Violão Náilon Pino Grosso Dourada Botão Claro,,,$ 917,
RA205GKPG-P14R,Tarraxa Violão Náilon Pino Grosso Dourada Botão Avermelhado,,,$ 1.170,
RA305GKPG-P2W,Tarraxa Violão Náilon Pino Grosso Dourada Botão Claro,,,$ 1.170,
RA305NKPG-P2W,Tarraxa Violão Náilon Pino Grosso Cromada Botão Claro ,,,$ 971,
RA207GKPG-P14I,Tarraxa Violão Náilon Pino Grosso Preta c/ Detalhes Dourados Botão Claro,,,$ 1.152,
RA405NKPG-A2W,Tarraxa Violão Náilon Pino Grosso Cromada Botão Claro,,,$ 691,
RA405GKPG-A2B,Tarraxa Violão Náilon Pino Grosso Dourada Botão Escuro,,,$ 863,
RA405ABPG-A2B,Tarraxa Violão Náilon Pino Grosso Ouro-Velho Botão Escuro,,,$ 908,
RA405CA-A2B,Tarraxa Violão Náilon Pino Grosso Cobre-Velho Botão Escuro,,,$ 944,
RA406NK7PG-A2W ,Tarraxa Violão 7 Cordas Náilon Pino Grosso Cromada Botão Claro,,,$ 745,
RA406GK7PG-A2B,Tarraxa Violão 7 Cordas Náilon Pino Grosso Dourada Botão Escuro,,,$ 953,
RA406AB7PG-A2B,Tarraxa Violão 7 Cordas Náilon Pino Grosso Ouro-Velho Botão Escuro,,,$ 1.007,
RA406GK8PG-A2B,Tarraxa Violão 8 Crodas Náilon Pino Grosso Dourada Botão Escuro,,,$ 1.052,
RAX200GKPG-P14I,Tarraxa Violão Náilon Pino Grosso 18 Dentes Dourada Botão Claro,,,$ 1.657,
RAX200ABPG-AS,Tarraxa Violão Náilon Pino Grosso 18 Dentes Ouro-Velho Botão Escuro,,,$ 1.675,
RAX102GPG-AS,Tarraxa Violão Náilon Pino Grosso 18 Dentes Dourada Fosco Botão Escuro,,,$ 2.154,
RAX102WPG-E2,Tarraxa Violão Náilon Pino Grosso 18 Dentes Dourada Luxo Detalhes e Botão de Ébano,,,$ 3.616,
RAX102SPG-S14,Tarraxa Violão Náilon Pino Grosso 18 Dentes Dourada Luxo Detalhes em Abalone e Botão de Madrepérola,,,$ 8.627,
