"LME5010TMACRP - 50cm x 10"" - 5 AFINAÇOES - PELE ANIMAL - PINTADO ",$ 3.240,
"LME4512TMA - 45cm x 12"" - 6 AFINAÇÕES - PELE ANIMAL",$ 3.544,
POP LINE by GOPE ,,categoria
RETO,,sub
"RFE5012SM 50cm x 12"" - ARO REDONDO - 6 COLUNAS - PELE NAPA 120.00 174.00",$ 2.920,
"RFE5012SMP 50cm x 12"" - ARO REDONDO - 6 COLUNAS - PELE NAPA - PINTADO 132.00 191.40",$ 3.112,
CÔNICO ,,sub
"RFE4512TMN - 45cm x 12"" - ARO REDONDO - 6 COLUNAS - PELE NAPA ",$ 3.080,
"RFE4512TMNP - 45cm x 12"" - ARO REDONDO - 6 COLUNAS - PELE NAPA -PINTADO",$ 3.288,
CHAVE DE AFINAÇÃO ,,sub
890G - CHAVE DE AFINAÇÃO ESTAMPADA ,$ 72,
ACESSÓRIOS ,,sub
844G - TIRANTE PARA REBOLO/TIMBA/TAMTAM COM PORCA (PACOTE COM 6),$ 384,
"851C - COLUNA REBOLO/TIMBA/TAMTAM, COMPLETO - EPOXI (PACOTE COM 6) ",$ 960,
"843G - TIRANTE REBOLO/TAMTAM ""POP LINE"" COM PORCA (PACOTE COM 6)",$ 336,
"855C - COLUNA REBOLO/TAMTAM ""POP LINE"" COMPLETO (PACOTE COM 6) ",$ 696,
842 - TALABARTE DE COURO 2 GANCHOS ,$ 480,
842N - TALABARTE DE NYLON 2 GANCHOS,$ 235,
RECO-RECO,,categoria
FERRO ,,sub
763 2 - MOLAS PINTURA EPOXI - GUIRO ,$ 900,
764 3 - MOLAS PINTURA EPOXI - GUIRO ,$ 1.044,
764P - 3 MOLAS PINTURA EPOXI - QUADRADO ,$ 1.124,
ALUMÍNIO ,,sub
767 - 4 MOLAS COM REFORÇO NAS LATERIAIS,$ 1.332,
767P - 4 MOLAS COM REFORÇO NAS LATERIAIS - PINTADO ,$ 1.412,
ACESSÓRIOS ,,sub
BA35 - BAQUETA DE RECO PARA REPOSIÇÃO ,$ 144,
2024FR - MOLA DE RECO (PACOTE COM 3 UNIDADES),$ 259,
REPINIQUE,,categoria
ALUMÍNIO ,,sub
"BAL3008R - 30cm x 8"" - ARO - 5 AFINAÇÕES - BACURINHA",$ 2.300,
"BAL3010R - 30cm x 10"" - ARO - 6 AFINAÇÕES ",$ 2.700,
"BAL3010RCR - 30cm x 10"" - ARO - 6 AFINAÇÕES ",$ 2.860,
"BAL3012R - 30cm x 12"" - ARO - 7 AFINAÇÕES",$ 2.876,
"BAL3012RPP - 30cm x 12"" - ARO - 7 AFINAÇÕES 2 COORES",$ 3.244,
 BAL3012RCR - REPINIQUE ALUMINIO ARO CROMADO 12X30 7 TENSORES,$ 2.800,
"BAL3012R12 - 30cm x 12"" - ARO - 12 AFINAÇÕES ",$ 2.735,
"BAL3012R12CR - 30cm x 12"" - ARO - 12 AFINAÇÕES ",$ 3.200,
CHAVE DE AFINAÇÃO ,,sub
888G - CHAVE DE AFINAÇÃO TUBULAR ,$ 72,
"891G - CHAVE DE AFINAÇÃO EM ""L"" PROFISSIONAL ",$ 288,
ACESSÓRIOS ,,sub
BA03 - BAQUETA PARA REPINIQUE MADEIRA LISA - UNIDADE ,$ 50,
BA21 - BAQUETA DE NYLON PARA REPINIQUE - UNIDADE,$ 216,
830G - TIRANTE 30CM ZINCADO - COM PORCA - UNIDADE ,$ 68,
841 - TALABARTE DE COURO 1 GANCHO,$ 408,
841N - TALABARTE DE NYLON 1 GANCHO,$ 214,
REPIQUE DE ANEL,,categoria
ALUMÍNIO ,,sub
"LAL3012RAA - 30cm x 12""- 10 COLUNAS - AFINAÇÃO IND.",$ 3.564,
